"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"1/27/2015","Bmwgroup Fs Ap","BMWGROUP FS PMT AP","536.33","debit","Auto Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/27/2015","T Cafe C","4224- T1 CAFE C","8.97","debit","Restaurants","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/26/2015","Email Tfr C","EMAIL TFR C2r9mrd7","44.00","credit","Income","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/26/2015","Costco","COSTCO WHOLESAL","33.53","debit","Groceries","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/26/2015","Costco","COSTCO WHOLESAL","62.38","debit","Groceries","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/26/2015","Costco","COSTCO CANADA L","13.74","debit","Groceries","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/26/2015","American Express","AMEX BPY","300.00","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/26/2015","Sun Life Ins","SUN LIFE INS","63.81","debit","Life Insurance","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/26/2015","PayPal","PAYPAL DES:ECHECK ID:SPOTIFYUSAI INDN:JUAN GAVIRIA CO ID:PAYPALEC88 WEB","9.99","debit","Shopping","BofA Core Checking","",""
"1/23/2015","Interest Charge","INTEREST CHARGE -PURCHASE","101.08","debit","Finance Charge","TD EMERALD","",""
"1/23/2015","Interest Charge Cash","INTEREST CHARGE - CASH","31.40","debit","Finance Charge","TD EMERALD","",""
"1/23/2015","Delices De L","DELICES DE L'ER","3.39","debit","Uncategorized","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/23/2015","Maison De La","MAISON DE LA PR","26.42","debit","Food & Dining","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/22/2015","Transfer to Starwood Preferred Guest Credit Card from America…","AMEX BPY","150.00","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/22/2015","Claimsecure Hdc","CLAIMSECURE HDC","170.00","credit","Income","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/22/2015","Td ATM Dep","TD ATM DEP 000877","1180.00","credit","Income","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/22/2015","Td ATM Dep","TD ATM DEP 000879","220.00","credit","Income","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/21/2015","Park N Fly","PARK'N FLY 105","35.40","debit","Uncategorized","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/21/2015","Hudson News","CHECKCARD 0120 HUDSON NEWS CHARLESTON SC 24692165021000953399663","5.42","debit","Newspapers & Magazines","BofA Core Checking","",""
"1/20/2015","American Express","AMEX BPY","500.00","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/20/2015","Bkofamerica ATM Withdrwl","BKOFAMERICA ATM 01/20 #000004067 WITHDRWL CHARLOTTE DOUGLA CHARLOTTE NC","560.00","debit","Cash & ATM","BofA Core Checking","",""
"1/20/2015","Bkofamerica ATM Withdrwl","BKOFAMERICA ATM 01/19 #000003910 WITHDRWL O'HARE-UNITED B7 CHICAGO IL","600.00","debit","Cash & ATM","BofA Core Checking","",""
"1/19/2015","Transfer from TD UNLIMITED CHEQUING ACCOUNT","PREAUTHORIZED PAYMENT","135.00","credit","Credit Card Payment","TD EMERALD","",""
"1/19/2015","Marche Station","MARCHE STATION","16.44","debit","Uncategorized","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/19/2015","Transfer to TD EMERALD","TD VISA PREAUTH PYMT","135.00","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/15/2015","Marche Adonis","CHECKCARD 0113 MARCHE ADONIS MONTREAL QC 74530005013827115430203","9.14","debit","Uncategorized","BofA Core Checking","",""
"1/15/2015","Marche Adonis International","CHECKCARD 0113 MARCHE ADONIS MONTREAL QC 74530005013827115430203 INTERNATIONAL...","0.27","debit","Uncategorized","BofA Core Checking","",""
"1/13/2015","Car Go Bc","CHECKCARD 0112 CAR2GO 855-454-1002 BC 74537885012000193979462 INTERNATIONAL...","0.08","debit","Uncategorized","BofA Core Checking","",""
"1/13/2015","Car Go Bc","CHECKCARD 0112 CAR2GO 855-454-1002 BC 74537885012000194106412 INTERNATIONAL...","0.68","debit","Uncategorized","BofA Core Checking","",""
"1/13/2015","Car Go Bc","CHECKCARD 0112 CAR2GO 855-454-1002 BC 74537885012000193979462","2.59","debit","Uncategorized","BofA Core Checking","",""
"1/13/2015","Car Go Bc","CHECKCARD 0112 CAR2GO 855-454-1002 BC 74537885012000194106412","22.72","debit","Uncategorized","BofA Core Checking","",""
"1/12/2015","Hydro Bpy","HYDRO-QUEBEC BPY","93.15","debit","Utilities","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/12/2015","O Noir","O NOIR","135.52","debit","Uncategorized","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/12/2015","Yoga Enso","YOGA ENSO","11.50","debit","Sports","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/12/2015","American Express","AMEX FTD","49.00","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/09/2015","Costco","COSTCO WHOLESAL","50.17","debit","Groceries","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/09/2015","Air Canada","AIR CANADA MSP","492.58","credit","Air Travel","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/09/2015","Costco","COSTCO WHOLESAL","114.65","debit","Groceries","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/09/2015","Online Banking Transfer","Online Banking transfer from CHK 3897 Confirmation# 0482956205","430.00","credit","Transfer","BofA Core Checking","",""
"1/08/2015","American Express","AMEX BPY","300.00","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/08/2015","Cinema Excentris","CHECKCARD 0106 CINEMA EXCENTRIS MONTREAL QC 74530005006826064720308","25.61","debit","Movies & DVDs","BofA Core Checking","",""
"1/08/2015","Cinema Excentris","CHECKCARD 0106 CINEMA EXCENTRIS MONTREAL QC 74530005006826064720308...","0.77","debit","Movies & DVDs","BofA Core Checking","",""
"1/07/2015","Air Canada","CHECKCARD 0104 AIR CANADA 01400043311 AIRCANADA.COMMB 74537865006004017183731","204.35","debit","Air Travel","BofA Core Checking","",""
"1/07/2015","Park N Fly","CHECKCARD 0105 PARK'N FLY 106 DORVAL QC 74064495006820106103109","3.37","debit","Parking","BofA Core Checking","",""
"1/07/2015","Park N Fly","CHECKCARD 0105 PARK'N FLY 106 DORVAL QC 74064495006820106103109 INTERNATIONAL...","0.10","debit","Parking","BofA Core Checking","",""
"1/07/2015","Air Canada","CHECKCARD 0104 AIR CANADA 01400043311 AIRCANADA.COMMB...","6.13","debit","Air Travel","BofA Core Checking","",""
"1/06/2015","E Tfr C","E TFR C0J6EmaZ","30.00","debit","Uncategorized","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/06/2015","American Express","AMEX IAP","200.00","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/06/2015","Email Tfr Fee","EMAIL TFR FEE","1.50","debit","Fees & Charges","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/05/2015","View Cheque Chq","View Cheque CHQ#00269-3000220701","155.00","debit","Parking","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/05/2015","Transfer to Starwood Preferred Guest Credit Card from America…","AMEX IAP","600.00","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/05/2015","American Express","AMEX IAP","604.86","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/02/2015","Transfer from TD UNLIMITED CHEQUING ACCOUNT","PYT FRM: 03616328801","74.95","credit","Credit Card Payment","LINE OF CREDIT UNSECURED","",""
"1/02/2015","Notrdameo Msp","950-80NotrDameO MSP","215.57","debit","Home","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/02/2015","Transfer to LINE OF CREDIT UNSECURED","PYT TO: 03613258410","74.95","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/02/2015","Td Assurance Ins","TD Assurance INS","78.04","debit","Auto Insurance","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/02/2015","Videotron Senc Bpy","VIDEOTRON SENC BPY","79.28","debit","Movies & DVDs","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/02/2015","Td Mortgage","TD MORTGAGE","1252.00","debit","Mortgage & Rent","TD UNLIMITED CHEQUING ACCOUNT","",""
"1/02/2015","Email Tfr C","EMAIL TFR C2FrGsaY","50.00","credit","Income","TD UNLIMITED CHEQUING ACCOUNT","",""
"12/31/2014","Interest","INTEREST","74.95","debit","Credit Card Payment","LINE OF CREDIT UNSECURED","",""
"12/31/2014","Supermarche P A","SUPERMARCHE P A","17.12","debit","Groceries","TD UNLIMITED CHEQUING ACCOUNT","",""
"12/31/2014","Monthly Account Fee","MONTHLY ACCOUNT FEE","14.95","debit","Fees & Charges","TD UNLIMITED CHEQUING ACCOUNT","",""
"12/31/2014","Poissonnerie La","POISSONNERIE LA","85.79","debit","Food & Dining","TD UNLIMITED CHEQUING ACCOUNT","",""
"12/31/2014","Overdraft Fee","OVERDRAFT INTEREST","26.20","debit","Bank Fee","TD UNLIMITED CHEQUING ACCOUNT","",""
"12/31/2014","Air Canada","AIR CANADA PAY","3826.40","credit","Air Travel","TD UNLIMITED CHEQUING ACCOUNT","",""
"12/31/2014","O D P","O.D.P. FEE","4.00","debit","Fees & Charges","TD UNLIMITED CHEQUING ACCOUNT","",""
"12/31/2014","Td ATM Withdrawal","TD ATM W/D 007975","100.00","debit","Transfer for Cash Spending","TD UNLIMITED CHEQUING ACCOUNT","",""
"12/31/2014","Imadake Westmount Qc","CHECKCARD 1229 IMADAKE WESTMOUNT QC 74500014364461653613294 INTERNATIONAL...","2.21","debit","Food & Dining","BofA Core Checking","",""
"12/31/2014","Imadake","CHECKCARD 1229 IMADAKE WESTMOUNT QC 74500014364461653613294","73.81","debit","Food & Dining","BofA Core Checking","",""
"12/31/2014","iTunes","CHECKCARD 1230 APL* ITUNES.COM/BILL 866-712-7753 CA 24692164364000287141987","0.99","debit","Music","BofA Core Checking","",""
"12/30/2014","Bmwgroup Fs Ap","BMWGROUP FS PMT AP","536.33","debit","Auto Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"12/30/2014","Asu Travel Guide","CHECKCARD 1229 ASU TRAVEL GUIDE INC SAN RAFAEL CA 24643274364600343099181","29.95","debit","Travel","BofA Core Checking","",""
"12/29/2014","Sun Life Ins","SUN LIFE INS","63.81","debit","Life Insurance","TD UNLIMITED CHEQUING ACCOUNT","",""
"12/29/2014","Td ATM Dep","TD ATM DEP 009293","1400.00","credit","Income","TD UNLIMITED CHEQUING ACCOUNT","",""
"12/29/2014","American Express","AMEX BPY","400.00","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"12/29/2014","Intact Assur Ins","Intact Assur. INS","34.88","debit","Auto Insurance","TD UNLIMITED CHEQUING ACCOUNT","",""
"12/29/2014","Scotiabank Withdrwl St","SCOTIABANK 12/29 #000207136 WITHDRWL ST JACQUES QUEST MONTREAL PQ PQ","344.73","debit","Cash & ATM","BofA Core Checking","",""
"12/29/2014","Online Banking Transfer","Online Banking transfer from CHK 3897 Confirmation# 3981564181","418.00","credit","Transfer","BofA Core Checking","",""
"12/29/2014","Scotiabank Withdrwl St","SCOTIABANK 12/29 #000207136 WITHDRWL ST JACQUES QUEST MONTREAL PQ PQ...","10.34","debit","Cash & ATM","BofA Core Checking","",""
"12/26/2014","Online Banking Transfer","Online Banking transfer from CHK 3897 Confirmation# 0451821261","650.00","credit","Transfer","BofA Core Checking","",""
"12/23/2014","Interest Charge Cash","INTEREST CHARGE - CASH","29.37","debit","Finance Charge","TD EMERALD","",""
"12/23/2014","Interest Charge","INTEREST CHARGE -PURCHASE","94.70","debit","Finance Charge","TD EMERALD","",""
"12/23/2014","Transfer to Starwood Preferred Guest Credit Card from America…","AMEX BPY","600.00","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"12/19/2014","Transfer from TD UNLIMITED CHEQUING ACCOUNT","PREAUTHORIZED PAYMENT","148.00","credit","Credit Card Payment","TD EMERALD","",""
"12/19/2014","Transfer to TD EMERALD","TD VISA PREAUTH PYMT","148.00","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"12/19/2014","Email Tfr C","EMAIL TFR C2nP3YSN","650.00","credit","Income","TD UNLIMITED CHEQUING ACCOUNT","",""
"12/19/2014","American Express","AMEX BPY","500.00","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"12/19/2014","Shell","SHELL Service 12/18 #000331812 PURCHASE SHELL Service S LOS ANGELES CA","11.39","debit","Gas & Fuel","BofA Core Checking","",""
"12/19/2014","Bkofamerica ATM Withdrwl","BKOFAMERICA ATM 12/18 #000006101 WITHDRWL LAX-TERMINAL 2 D LOS ANGELES CA","600.00","debit","Transfer for Cash Spending","BofA Core Checking","",""
"12/17/2014","Air Canada","AIR CANADA MSP","1622.37","credit","Air Travel","TD UNLIMITED CHEQUING ACCOUNT","",""
"12/17/2014","American Express","AMEX BPY","300.00","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"12/15/2014","Air Canada","AIR CANADA MSP","804.44","credit","Air Travel","TD UNLIMITED CHEQUING ACCOUNT","",""
"12/15/2014","Quoi De N","QUOI DE N'OEUF","43.89","debit","Fast Food","TD UNLIMITED CHEQUING ACCOUNT","",""
"12/12/2014","Transfer to Starwood Preferred Guest Credit Card from America…","AMEX FTD","19.00","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"12/10/2014","Online Banking Transfer","Online Banking transfer from CHK 3897 Confirmation# 2826293833","374.00","credit","Transfer","BofA Core Checking","",""
"12/05/2014","American Express","AMEX BPY","623.92","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"12/04/2014","Aepto El Dorad","AEPTO EL DORAD 12/04 #000376545 WITHDRWL AEROP. EL DORADO BOGOTA FEE","5.00","debit","Cash & ATM","BofA Core Checking","",""
"12/04/2014","iTunes","CHECKCARD 1204 APL* ITUNES.COM/BILL 866-712-7753 CA 24692164338000525304564","20.98","debit","Music","BofA Core Checking","",""
"12/04/2014","Aepto El Dorad","AEPTO EL DORAD 12/04 #000376545 WITHDRWL AEROP. EL DORADO BOGOTA INTERNATIONAL...","5.23","debit","Cash & ATM","BofA Core Checking","",""
"12/04/2014","Metrocard Valu Metrocard","METROCARD VALU 12/03 #000461507 PURCHASE METROCARD VALUE @ NEW YORK NY","8.80","debit","Public Transportation","BofA Core Checking","",""
"12/04/2014","MTA","MTA VENDING MA 12/03 #000361775 PURCHASE MTA VENDING MACHI NEW YORK NY","5.00","debit","Public Transportation","BofA Core Checking","",""
"12/04/2014","Aepto El Dorad","AEPTO EL DORAD 12/04 #000376545 WITHDRWL AEROP. EL DORADO BOGOTA","174.43","debit","Cash & ATM","BofA Core Checking","",""
"12/03/2014","MTA","MTA VENDING MA 12/03 #000831072 PURCHASE MTA VENDING MACHI NEW YORK NY","10.00","debit","Public Transportation","BofA Core Checking","",""
"12/02/2014","E Tfr C","E TFR C2crpQBa","30.00","credit","Income","TD UNLIMITED CHEQUING ACCOUNT","",""
"12/02/2014","Videotron Senc Bpy","VIDEOTRON SENC BPY","79.28","debit","Movies & DVDs","TD UNLIMITED CHEQUING ACCOUNT","",""
"12/02/2014","Cafe Parvis","CAFE PARVIS","21.85","debit","Restaurants","TD UNLIMITED CHEQUING ACCOUNT","",""
"12/02/2014","Transfer to Starwood Preferred Guest Credit Card from America…","AMEX IAP","1258.97","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"12/02/2014","View Cheque Chq","View Cheque CHQ#00268-3000496357","155.00","debit","Parking","TD UNLIMITED CHEQUING ACCOUNT","",""
"12/01/2014","Gestiparc Mcgill Colleg","CHECKCARD 1128 GESTIPARC MCGILL COLLEG MONTREAL QC 74064494333920121445084...","0.21","debit","Tuition","BofA Core Checking","",""
"12/01/2014","Gestiparc Mcgill Colleg","CHECKCARD 1128 GESTIPARC MCGILL COLLEG MONTREAL QC 74064494333920121445084","7.06","debit","Tuition","BofA Core Checking","",""
"12/01/2014","Online Banking Transfer","Online Banking transfer from CHK 3897 Confirmation# 4148451655","600.00","credit","Transfer","BofA Core Checking","",""
"12/01/2014","Transfer from TD UNLIMITED CHEQUING ACCOUNT","PYT FRM: 03616328801","72.00","credit","Credit Card Payment","LINE OF CREDIT UNSECURED","",""
"12/01/2014","Yoga Enso","YOGA ENSO","11.50","debit","Sports","TD UNLIMITED CHEQUING ACCOUNT","",""
"12/01/2014","Transfer to LINE OF CREDIT UNSECURED","PYT TO: 03613258410","72.00","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"12/01/2014","Notrdameo Msp","950-80NotrDameO MSP","215.57","debit","Home","TD UNLIMITED CHEQUING ACCOUNT","",""
"12/01/2014","Transfer to Starwood Preferred Guest Credit Card from America…","AMEX BPY","640.10","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"12/01/2014","Td Assurance Ins","TD Assurance INS","78.04","debit","Auto Insurance","TD UNLIMITED CHEQUING ACCOUNT","",""
"12/01/2014","Td Mortgage","TD MORTGAGE","1252.00","debit","Mortgage & Rent","TD UNLIMITED CHEQUING ACCOUNT","",""
"11/28/2014","Interest","INTEREST","72.00","debit","Credit Card Payment","LINE OF CREDIT UNSECURED","",""
"11/28/2014","Overdraft Fee","OVERDRAFT INTEREST","7.41","debit","Bank Fee","TD UNLIMITED CHEQUING ACCOUNT","",""
"11/28/2014","Air Canada","AIR CANADA PAY","3826.40","credit","Air Travel","TD UNLIMITED CHEQUING ACCOUNT","",""
"11/28/2014","O D P","O.D.P. FEE","4.00","debit","Fees & Charges","TD UNLIMITED CHEQUING ACCOUNT","",""
"11/28/2014","Intact Assur Ins","Intact Assur. INS","34.88","debit","Auto Insurance","TD UNLIMITED CHEQUING ACCOUNT","",""
"11/28/2014","Chez Louisette","CHEZ LOUISETTE","11.50","debit","Food & Dining","TD UNLIMITED CHEQUING ACCOUNT","",""
"11/28/2014","Monthly Account Fee","MONTHLY ACCOUNT FEE","14.95","debit","Fees & Charges","TD UNLIMITED CHEQUING ACCOUNT","",""
"11/26/2014","Bmwgroup Fs Ap","BMWGROUP FS PMT AP","536.33","debit","Auto Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"11/26/2014","Csi Csi","CSI-095418/195 11/26 #000655155 PURCHASE CSI-095418/1957 IRVINE CA","15.68","debit","Uncategorized","BofA Core Checking","",""
"11/25/2014","Sun Life Ins","SUN LIFE INS","63.81","debit","Life Insurance","TD UNLIMITED CHEQUING ACCOUNT","",""
"11/24/2014","Annual Fee","ANNUAL FEE","25.00","debit","Fees & Charges","TD EMERALD","",""
"11/24/2014","Interest Charge Cash","INTEREST CHARGE - CASH","32.41","debit","Finance Charge","TD EMERALD","",""
"11/24/2014","Interest Charge","INTEREST CHARGE -PURCHASE","105.15","debit","Finance Charge","TD EMERALD","",""
"11/24/2014","Air Canada","AIR CANADA MSP","813.81","credit","Air Travel","TD UNLIMITED CHEQUING ACCOUNT","",""
"11/24/2014","American Express","AMEX BPY","637.48","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"11/24/2014","American Express","AMEX BPY","187.55","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"11/24/2014","iTunes","CHECKCARD 1121 APL* ITUNES.COM/BILL 866-712-7753 CA 24692164325000061465402","24.99","debit","Music","BofA Core Checking","",""
"11/21/2014","Fred M Fuel","CHECKCARD 1120 FRED M FUEL # 9025 Q76 BELLINGHAM WA 24445004324300334623806","33.93","debit","Gas & Fuel","BofA Core Checking","",""
"11/20/2014","American Express","AMEX BPY","1026.45","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"11/20/2014","Marysvil Tulalip Wa","00125 Marysvil 11/20 #000015464 PURCHASE 00125 Marysville Tulalip WA","86.87","debit","Uncategorized","BofA Core Checking","",""
"11/20/2014","Adidas","CHECKCARD 1118 ADIDAS 6164 TULALIP WA 24431054323809641712625","27.13","debit","Clothing","BofA Core Checking","",""
"11/20/2014","Seattle Park","CHECKCARD 1118 SEATTLE 684-PARK SEATTLE WA 24493984323206397013311","4.02","debit","Parking","BofA Core Checking","",""
"11/18/2014","Air Canada","AIR CANADA MSP","296.41","credit","Air Travel","TD UNLIMITED CHEQUING ACCOUNT","",""
"11/18/2014","Sushi Californi","SUSHI CALIFORNI","43.36","debit","Restaurants","TD UNLIMITED CHEQUING ACCOUNT","",""
"11/18/2014","Under Armour R","UNDER ARMOUR R 11/19 #000000964 PURCHASE UNDER ARMOUR RETA MARYSVILLE WA","39.09","debit","Shopping","BofA Core Checking","",""
"11/18/2014","Clarks Ou Clarks","CLARKS OU 1060 11/18 #000022637 PURCHASE CLARKS OU 10600 Q TULALIP WA","147.58","debit","Shopping","BofA Core Checking","",""
"11/17/2014","Transfer from TD UNLIMITED CHEQUING ACCOUNT","PREAUTHORIZED PAYMENT","144.00","credit","Credit Card Payment","TD EMERALD","",""
"11/17/2014","Email Tfr C","EMAIL TFR C077ZxK6","140.00","debit","Uncategorized","LINE OF CREDIT UNSECURED","",""
"11/17/2014","Email Tfr Fee","EMAIL TFR FEE","1.50","debit","Fees & Charges","LINE OF CREDIT UNSECURED","",""
"11/17/2014","Le Boucan","LE BOUCAN","69.43","debit","Uncategorized","TD UNLIMITED CHEQUING ACCOUNT","",""
"11/17/2014","American Express","AMEX BPY","739.83","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"11/17/2014","Td ATM Dep","TD ATM DEP 004458","120.00","credit","Income","TD UNLIMITED CHEQUING ACCOUNT","",""
"11/17/2014","E Tfr C","E TFR C2WGwcWk","120.00","credit","Income","TD UNLIMITED CHEQUING ACCOUNT","",""
"11/17/2014","La Bistrote","LA BISTROTE`","15.80","debit","Restaurants","TD UNLIMITED CHEQUING ACCOUNT","",""
"11/17/2014","Transfer to TD EMERALD","TD VISA PREAUTH PYMT","144.00","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"11/17/2014","Starbucks","MOBILE PURCHASE 1115 STARBUCKS 04081 MONTREAL QC 74703414320000903844372","5.31","debit","Coffee Shops","BofA Core Checking","",""
"11/17/2014","Starbucks","MOBILE PURCHASE 1115 STARBUCKS 04081 MONTREAL QC 74703414320000903844372...","0.16","debit","Coffee Shops","BofA Core Checking","",""
"11/14/2014","Email Tfr C","EMAIL TFR C2yedVpJ","23.00","credit","Income","TD UNLIMITED CHEQUING ACCOUNT","",""
"11/13/2014","Hydro Bpy","HYDRO-QUEBEC BPY","66.88","debit","Utilities","TD UNLIMITED CHEQUING ACCOUNT","",""
